add_L4&ocloud-clb-tgw-apdoss.hongkong.tce.futunn.com&TCP&172.23.26.105&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L4&kafka-1.kafka.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.81&9092&[{'rs_port': '9092', 'rs_ip': '172.23.54.25'}, {'rs_port': '9092', 'rs_ip': '172.23.54.26'}, {'rs_port': '9092', 'rs_ip': '172.23.54.29'}]
add_L4&mongodb-base.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.82&27017&[{'rs_port': '27017', 'rs_ip': '172.23.54.12'}, {'rs_port': '27017', 'rs_ip': '172.23.54.13'}, {'rs_port': '27017', 'rs_ip': '172.23.54.20'}]
add_L7&mirrors.tce.futunn.com&mirrors.tce.futunn.com&172.23.26.78&80&[{'rs_port': '80', 'rs_ip': '172.23.54.19'}]
add_L4&db-1.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.100&22001&[{'rs_port': '15002', 'rs_ip': '172.23.54.14'}, {'rs_port': '15002', 'rs_ip': '172.23.54.21'}, {'rs_port': '15002', 'rs_ip': '172.23.54.22'}]
add_L4&db-1.slave-ro.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.84&22001&[{'rs_port': '${Z1248_VIR_COMP_db_db_1_slave_ro_node_port_0}', 'rs_ip': '172.23.54.14'}, {'rs_port': '${Z1248_VIR_COMP_db_db_1_slave_ro_node_port_1}', 'rs_ip': '172.23.54.21'}, {'rs_port': '${Z1248_VIR_COMP_db_db_1_slave_ro_node_port_2}', 'rs_ip': '172.23.54.22'}]
add_L4&db-2.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.100&22003&[{'rs_port': '15003', 'rs_ip': '172.23.54.14'}, {'rs_port': '15003', 'rs_ip': '172.23.54.21'}, {'rs_port': '15003', 'rs_ip': '172.23.54.22'}]
add_L4&db-2.slave-ro.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.84&22003&[{'rs_port': '${Z1248_VIR_COMP_db_db_2_slave_ro_node_port_0}', 'rs_ip': '172.23.54.14'}, {'rs_port': '${Z1248_VIR_COMP_db_db_2_slave_ro_node_port_1}', 'rs_ip': '172.23.54.21'}, {'rs_port': '${Z1248_VIR_COMP_db_db_2_slave_ro_node_port_2}', 'rs_ip': '172.23.54.22'}]
add_L4&db-3.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.100&22005&[{'rs_port': '15004', 'rs_ip': '172.23.54.14'}, {'rs_port': '15004', 'rs_ip': '172.23.54.21'}, {'rs_port': '15004', 'rs_ip': '172.23.54.22'}]
add_L4&db-3.slave-ro.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.84&22005&[{'rs_port': '${Z1248_VIR_COMP_db_db_3_slave_ro_node_port_0}', 'rs_ip': '172.23.54.14'}, {'rs_port': '${Z1248_VIR_COMP_db_db_3_slave_ro_node_port_1}', 'rs_ip': '172.23.54.21'}, {'rs_port': '${Z1248_VIR_COMP_db_db_3_slave_ro_node_port_2}', 'rs_ip': '172.23.54.22'}]
add_L4&db-4.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.100&22007&[{'rs_port': '15005', 'rs_ip': '172.23.54.14'}, {'rs_port': '15005', 'rs_ip': '172.23.54.21'}, {'rs_port': '15005', 'rs_ip': '172.23.54.22'}]
add_L4&db-4.slave-ro.db.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.84&22007&[{'rs_port': '${Z1248_VIR_COMP_db_db_4_slave_ro_node_port_0}', 'rs_ip': '172.23.54.14'}, {'rs_port': '${Z1248_VIR_COMP_db_db_4_slave_ro_node_port_1}', 'rs_ip': '172.23.54.21'}, {'rs_port': '${Z1248_VIR_COMP_db_db_4_slave_ro_node_port_2}', 'rs_ip': '172.23.54.22'}]
add_L4&310.zk.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.101&2181&[{'rs_port': '2181', 'rs_ip': '172.23.54.15'}, {'rs_port': '2181', 'rs_ip': '172.23.54.16'}, {'rs_port': '2181', 'rs_ip': '172.23.54.23'}]
add_L4&zk346.zk.gaia-1.hongkong-pccw.hongkong.tce.futunn.com&TCP&172.23.26.102&2012&[{'rs_port': '2181', 'rs_ip': '172.23.54.12'}, {'rs_port': '2181', 'rs_ip': '172.23.54.13'}, {'rs_port': '2181', 'rs_ip': '172.23.54.20'}]
add_L7&ocloud-as-as-api.hongkong.tce.futunn.com&ocloud-as-as-api.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-as-flora-api.hongkong.tce.futunn.com&ocloud-as-flora-api.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-barad-customize.hongkong.tce.futunn.com&ocloud-barad-customize.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&doc.tce.futunn.com&doc.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&document.tce.futunn.com&document.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-bmppro-document-server.tce.futunn.com&ocloud-bmppro-document-server.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&yunapi.ocloud-bmppro-document-server.tce.futunn.com&yunapi.ocloud-bmppro-document-server.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-bsp-account-svr.tce.futunn.com&ocloud-bsp-account-svr.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&v2.ocloud-bsp-account-svr.tce.futunn.com&v2.ocloud-bsp-account-svr.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&v3.ocloud-bsp-account-svr.tce.futunn.com&v3.ocloud-bsp-account-svr.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&mgr.ocloud-bsp-billing-backend.tce.futunn.com&mgr.ocloud-bsp-billing-backend.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&msgqueue.ocloud-bsp-billing-backend.tce.futunn.com&msgqueue.ocloud-bsp-billing-backend.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-bsp-billing-backend.tce.futunn.com&ocloud-bsp-billing-backend.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&yapi.ocloud-bsp-billing-backend.tce.futunn.com&yapi.ocloud-bsp-billing-backend.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&buy.tce.futunn.com&buy.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-bsp-document-api-server.hongkong-pccw.hongkong.tce.futunn.com&ocloud-bsp-document-api-server.hongkong-pccw.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&gr.ocloud-bsp-qualification-svr.tce.futunn.com&gr.ocloud-bsp-qualification-svr.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-bsp-qualification-svr.tce.futunn.com&ocloud-bsp-qualification-svr.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&fileserver.tce.futunn.com&fileserver.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cbs-alarm.hongkong.tce.futunn.com&ocloud-cbs-alarm.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cbs-apimtnc.hongkong.tce.futunn.com&ocloud-cbs-apimtnc.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cbs-oss.hongkong.tce.futunn.com&ocloud-cbs-oss.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cbs-qcbs.hongkong.tce.futunn.com&ocloud-cbs-qcbs.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&cos-cmgt.tce.futunn.com&cos-cmgt.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}]
add_L4&28080.ocloud-csp-web.hongkong.tce.futunn.com&TCP&172.23.26.79&28080&[{'rs_port': '28080', 'rs_ip': '172.23.54.17'}, {'rs_port': '28080', 'rs_ip': '172.23.54.39'}]
add_L4&8010.ocloud-csp-web.hongkong.tce.futunn.com&TCP&172.23.26.79&8010&[{'rs_port': '8010', 'rs_ip': '172.23.54.17'}, {'rs_port': '8010', 'rs_ip': '172.23.54.39'}]
add_L4&8080.ocloud-csp-web.hongkong.tce.futunn.com&TCP&172.23.26.79&8080&[{'rs_port': '8080', 'rs_ip': '172.23.54.17'}, {'rs_port': '8080', 'rs_ip': '172.23.54.39'}]
add_L4&8440.ocloud-csp-web.hongkong.tce.futunn.com&TCP&172.23.26.79&8440&[{'rs_port': '8440', 'rs_ip': '172.23.54.17'}, {'rs_port': '8440', 'rs_ip': '172.23.54.39'}]
add_L4&8441.ocloud-csp-web.hongkong.tce.futunn.com&TCP&172.23.26.79&8441&[{'rs_port': '8441', 'rs_ip': '172.23.54.17'}, {'rs_port': '8441', 'rs_ip': '172.23.54.39'}]
add_L7&ocloud-cvm-api.hongkong.tce.futunn.com&ocloud-cvm-api.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&fault.ocloud-cvm-cvm.hongkong-pccw.hongkong.tce.futunn.com&fault.ocloud-cvm-cvm.hongkong-pccw.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cvm-cvm.hongkong-pccw.hongkong.tce.futunn.com&ocloud-cvm-cvm.hongkong-pccw.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cvm-logstash.hongkong.tce.futunn.com&ocloud-cvm-logstash.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
add_L7&ocloud-cvm-moamr.hongkong.tce.futunn.com&ocloud-cvm-moamr.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}]
add_L4&udp.ocloud-cvm-moamr.hongkong.tce.futunn.com&UDP&172.23.26.103&9600&[{'rs_port': '9600', 'rs_ip': '172.23.54.17'}, {'rs_port': '9600', 'rs_ip': '172.23.54.38'}, {'rs_port': '9600', 'rs_ip': '172.23.54.39'}]
add_L7&ocloud-cvm-prm-cgw.hongkong-pccw.hongkong.tce.futunn.com&ocloud-cvm-prm-cgw.hongkong-pccw.hongkong.tce.futunn.com&172.23.26.104&80&[{'rs_port': '80', 'rs_ip': '172.23.54.17'}, {'rs_port': '80', 'rs_ip': '172.23.54.38'}, {'rs_port': '80', 'rs_ip': '172.23.54.39'}, {'rs_port': '80', 'rs_ip': '172.23.54.24'}, {'rs_port': '80', 'rs_ip': '172.23.54.27'}]
